id,japanese,hiragana,kanji_references,romaji,english,category,jlpt_level,example_japanese,example_english,notes,part_of_speech,part_of_speech_references,frequency,pitch_accent
voc1396,差し上げる,さしあげる,k0380,sashiageru,to give (humble),action,N3,プレゼントを差し上げます。,I humbly give you a present.,,verb,,high,LHHHL
voc1397,週末,しゅうまつ,k0381,shūmatsu,weekend,time,N3,週末は家族と過ごした。,I spent the weekend with my family.,,noun,,very high,LHHL
voc1398,末,すえ,k0381,sue,end; tip,time,N3,月末に報告書を提出する。,I will submit the report at the end of the month.,,noun,,high,LH
voc1399,年末,ねんまつ,k0381,nenmatsu,year-end,time,N3,年末は忙しい時期だ。,Year-end is a busy time.,,noun,,very high,LHL
voc1400,守る,まもる,k0382,mamoru,to protect; to obey,action,N3,ルールを守ることが大切だ。,It is important to obey the rules.,,verb,,very high,LHL
voc1401,守衛,しゅえい,k0382,shuei,security guard,people,N3,守衛が建物の入口に立っている。,The security guard is standing at the building entrance.,,noun,,medium,LHL
voc1402,留守,るす,k0382,rusu,being away from home,abstract,N3,留守中に電話があった。,There was a phone call while I was away.,,noun,,very high,LH
voc1403,種類,しゅるい,k0383,shurui,type; kind,abstract,N3,様々な種類の花が咲いている。,Various kinds of flowers are blooming.,,noun,,very high,LHHL
voc1404,種,たね,k0383,tane,seed; cause,nature,N3,花の種を植えた。,I planted flower seeds.,,noun,,very high,LH
voc1405,品種,ひんしゅ,k0383,hinshu,variety; breed,nature,N3,新しい品種のりんごが開発された。,A new variety of apple was developed.,,noun,,medium,LHHL
voc1406,美しい,うつくしい,k0384,utsukushii,beautiful,description,N3,富士山はとても美しい。,Mt. Fuji is very beautiful.,,adjective,,very high,LHHHHL
voc1407,美術,びじゅつ,k0384,bijutsu,fine arts,art,N3,美術館で絵を見た。,I saw paintings at the art museum.,,noun,,very high,LHL
voc1408,美容,びよう,k0384,biyo,beauty; cosmetics,health,N3,美容院で髪を切った。,I got a haircut at the beauty salon.,,noun,,very high,LHL
voc1409,命,いのち,k0385,inochi,life,abstract,N3,命を大切にしてください。,Please treasure life.,,noun,,very high,LHL
voc1410,命令,めいれい,k0385,meirei,order; command,abstract,N3,上司の命令に従った。,I obeyed my boss's order.,,noun,,very high,LHHL
voc1411,運命,うんめい,k0385,unmei,fate; destiny,abstract,N3,これが私の運命だと思う。,I think this is my destiny.,,noun,,very high,LHHL
voc1412,幸福,こうふく,k0386,kofuku,happiness; bliss,abstract,N3,家族の幸福を願っている。,I wish for my family's happiness.,,noun,,high,LHL
voc1413,福祉,ふくし,k0386,fukushi,welfare; well-being,society,N3,社会福祉の仕事に就いた。,I got a job in social welfare.,,noun,,very high,LH
voc1414,福袋,ふくぶくろ,k0386,fukubukuro,lucky bag; mystery bag,object,N3,お正月に福袋を買った。,I bought a lucky bag on New Year's.,,noun,,high,LHHL
voc1415,望む,のぞむ,k0387,nozomu,to wish; to hope,abstract,N3,平和な世界を望んでいる。,I hope for a peaceful world.,,verb,,very high,LHL
voc1416,希望,きぼう,k0387,kibo,hope; wish,abstract,N3,将来に希望を持っている。,I have hope for the future.,,noun,,very high,LHL
voc1417,展望,てんぼう,k0387,tenbo,outlook; view,abstract,N3,将来の展望について話した。,I talked about future prospects.,,noun,,medium,LHL
voc1418,観察,かんさつ,k0388,kansatsu,observation,action,N3,植物の成長を観察した。,I observed the growth of plants.,,noun,,high,LHHL
voc1419,観客,かんきゃく,k0388,kankyaku,audience; spectator,people,N3,観客が大きな拍手をした。,The audience gave a big round of applause.,,noun,,very high,LHHL
voc1420,観光,かんこう,k0388,kanko,sightseeing,action,N3,京都を観光した。,I went sightseeing in Kyoto.,,noun,,very high,LHL
voc1421,察する,さっする,k0389,sassuru,to sense; to guess,action,N3,彼の気持ちを察した。,I sensed his feelings.,,verb,,high,LHHL
voc1422,警察,けいさつ,k0389,keisatsu,police,society,N3,警察に連絡してください。,Please contact the police.,,noun,,very high,LHHL
voc1423,診察,しんさつ,k0389,shinsatsu,medical examination,health,N3,医者に診察してもらった。,I had a medical examination by a doctor.,,noun,,very high,LHHL
voc1424,横,よこ,k0390,yoko,horizontal; side,position,N3,横に並んでください。,Please line up side by side.,,noun,,very high,LH
voc1425,横断,おうだん,k0390,odan,crossing; traverse,action,N3,横断歩道を渡った。,I crossed at the pedestrian crossing.,,noun,,high,LHL
voc1426,横切る,よこぎる,k0390,yokogiru,to cross; to cut across,action,N3,猫が道を横切った。,A cat crossed the road.,,verb,,medium,LHHL
voc1427,深い,ふかい,k0391,fukai,deep,description,N3,この池はとても深い。,This pond is very deep.,,adjective,,very high,LHL
voc1428,深夜,しんや,k0391,shinya,late at night; midnight,time,N3,深夜まで仕事をした。,I worked until late at night.,,noun,,very high,LH
voc1429,深刻,しんこく,k0391,shinkoku,serious; grave,abstract,N3,問題が深刻になってきた。,The problem has become serious.,,adjective,,very high,LHL
voc1430,申し込む,もうしこむ,k0392,moshikomu,to apply; to register,action,N3,コースに申し込んだ。,I applied for the course.,,verb,,very high,LHHHHL
voc1431,申請,しんせい,k0392,shinsei,application; petition,action,N3,ビザの申請をした。,I applied for a visa.,,noun,,very high,LHL
voc1432,申し訳,もうしわけ,k0392,moshiwake,excuse; apology,abstract,N3,申し訳ありません。,I'm very sorry.,,noun,,very high,LHHHHL
voc1433,様子,ようす,k0393,yosu,appearance; state,abstract,N3,彼の様子がおかしい。,His behavior seems strange.,,noun,,very high,LHL
voc1434,様々,さまざま,k0393,samazama,various; diverse,abstract,N3,様々な意見がある。,There are various opinions.,,adjective,,very high,LHHL
voc1435,同様,どうよう,k0393,doyō,same; likewise,abstract,N3,前回と同様の結果だった。,The result was the same as last time.,,noun,,very high,LHL
voc1436,港,みなと,k0394,minato,harbor; port,place,N3,港に大きな船が止まっている。,A large ship is docked at the harbor.,,noun,,very high,LHL
voc1437,空港,くうこう,k0394,kuko,airport,place,N3,空港まで迎えに行った。,I went to pick someone up at the airport.,,noun,,very high,LHL
voc1438,港町,みなとまち,k0394,minatomachi,port town,place,N3,港町でおいしい魚を食べた。,I ate delicious fish in the port town.,,noun,,medium,LHHL
voc1439,達する,たっする,k0395,tassuru,to reach; to attain,action,N3,目標に達した。,I reached my goal.,,verb,,very high,LHHL
voc1440,友達,ともだち,k0395,tomodachi,friend,people,N3,友達と映画を見た。,I watched a movie with my friend.,,noun,,very high,LHHL
voc1441,達成,たっせい,k0395,tassei,achievement,abstract,N3,目標を達成できた。,I was able to achieve my goal.,,noun,,very high,LHHL
voc1442,良い,よい,k0396,yoi,good; fine,description,N3,天気が良い日は散歩する。,I take a walk on fine days.,,adjective,,very high,LH
voc1443,良心,りょうしん,k0396,ryoshin,conscience,abstract,N3,良心に従って行動した。,I acted according to my conscience.,,noun,,high,LHHL
voc1444,改良,かいりょう,k0396,kairyo,improvement,abstract,N3,製品を改良した。,We improved the product.,,noun,,high,LHHL
voc1445,気候,きこう,k0397,kiko,climate; weather,nature,N3,この地域の気候は温暖だ。,The climate in this area is mild.,,noun,,very high,LHL
voc1446,候補,こうほ,k0397,koho,candidate; nominee,society,N3,選挙の候補者が多い。,There are many candidates in the election.,,noun,,very high,LH
voc1447,天候,てんこう,k0397,tenko,weather conditions,nature,N3,天候が悪くて試合が中止になった。,The game was cancelled due to bad weather.,,noun,,high,LHL
voc1448,満員,まんいん,k0398,manin,full; packed,abstract,N3,電車が満員だった。,The train was packed.,,noun,,very high,LHL
voc1449,満足,まんぞく,k0398,manzoku,satisfaction,feeling,N3,結果に満足している。,I am satisfied with the result.,,noun,,very high,LHHL
voc1450,不満,ふまん,k0398,fuman,dissatisfaction,feeling,N3,現状に不満を感じている。,I feel dissatisfied with the current situation.,,noun,,very high,LHL
voc1451,敗れる,やぶれる,k0399,yabureru,to be defeated,action,N3,チームが試合で敗れた。,The team was defeated in the game.,,verb,,high,LHHL
voc1452,敗北,はいぼく,k0399,haiboku,defeat,action,N3,敗北を認めて次に進もう。,Let's acknowledge defeat and move on.,,noun,,high,LHHL
voc1453,失敗,しっぱい,k0399,shippai,failure,abstract,N3,最初の挑戦は失敗だった。,The first attempt was a failure.,,noun,,very high,LHL
voc1454,道路,どうろ,k0400,doro,road; highway,place,N3,道路工事で渋滞している。,There is a traffic jam due to road construction.,,noun,,very high,LHL
voc1455,路線,ろせん,k0400,rosen,route; line,place,N3,新しい路線が開通した。,A new route has opened.,,noun,,very high,LHL
voc1456,通路,つうろ,k0400,tsuro,passage; aisle,place,N3,通路を塞がないでください。,Please do not block the aisle.,,noun,,high,LHL
voc1457,科目,かもく,k0401,kamoku,subject; course,education,N3,好きな科目は数学だ。,My favorite subject is mathematics.,,noun,,very high,LHL
voc1458,科学,かがく,k0401,kagaku,science,education,N3,科学の進歩は目覚ましい。,The progress of science is remarkable.,,noun,,very high,LHL
voc1459,外科,げか,k0401,geka,surgery; surgical department,health,N3,外科で手術を受けた。,I had surgery in the surgical department.,,noun,,very high,LH
voc1460,積む,つむ,k0402,tsumu,to pile up; to accumulate,action,N3,荷物を車に積んだ。,I loaded the luggage into the car.,,verb,,very high,LH
voc1461,積極的,せっきょくてき,k0402,sekkyokuteki,positive; proactive,abstract,N3,積極的に参加してください。,Please participate proactively.,,adjective,,very high,LHHHL
voc1462,面積,めんせき,k0402,menseki,area; surface area,abstract,N3,この部屋の面積は何平方メートルですか？,What is the area of this room in square meters?,,noun,,high,LHHL
voc1463,他,ほか,k0403,hoka,other; another,abstract,N3,他に何か必要ですか？,Is there anything else you need?,,noun,,very high,LH
voc1464,他人,たにん,k0403,tanin,other person; stranger,people,N3,他人の意見を尊重することが大切だ。,It is important to respect others' opinions.,,noun,,very high,LHL
voc1465,その他,そのほか,k0403,sonohoka,other; besides that,abstract,N3,その他に何か質問はありますか？,Are there any other questions?,,noun,,very high,LHHL
voc1466,客,きゃく,k0404,kyaku,customer; guest,people,N3,お客さんが来た。,A customer came.,,noun,,very high,LH
voc1467,観客,かんきゃく,k0404,kankyaku,audience,people,N3,コンサートの観客が多かった。,There were many audience members at the concert.,,noun,,very high,LHHL
voc1468,乗客,じょうきゃく,k0404,jokyaku,passenger,people,N3,列車の乗客が降りてきた。,The passengers got off the train.,,noun,,high,LHHL
voc1469,登る,のぼる,k0405,noboru,to climb; to go up,action,N3,山を登るのが好きだ。,I like climbing mountains.,,verb,,very high,LHL
voc1470,登山,とざん,k0405,tozan,mountain climbing,action,N3,友人と登山を楽しんだ。,I enjoyed mountain climbing with my friend.,,noun,,high,LHL
voc1471,登場,とうじょう,k0405,tojo,appearance; entry,abstract,N3,新しいキャラクターが登場した。,A new character appeared.,,noun,,very high,LHHL
voc1472,速い,はやい,k0406,hayai,fast; quick,description,N3,彼はとても足が速い。,He runs very fast.,,adjective,,very high,LHL
voc1473,速度,そくど,k0406,sokudo,speed; velocity,abstract,N3,車の速度を落としてください。,Please slow down the car.,,noun,,very high,LHL
voc1474,高速,こうそく,k0406,kosoku,high speed; expressway,abstract,N3,高速道路で移動した。,I traveled on the expressway.,,noun,,very high,LHL
voc1475,飛ぶ,とぶ,k0407,tobu,to fly; to jump,action,N3,鳥が空を飛んでいる。,A bird is flying in the sky.,,verb,,very high,LH
voc1476,飛行機,ひこうき,k0407,hikoki,airplane,object,N3,飛行機で海外に行った。,I went abroad by airplane.,,noun,,very high,LHHL
voc1477,飛び込む,とびこむ,k0407,tobikomu,to jump in; to dive,action,N3,プールに飛び込んだ。,I jumped into the pool.,,verb,,medium,LHHL
voc1478,殺す,ころす,k0408,korosu,to kill,action,N3,虫を殺さないようにしている。,I try not to kill insects.,,verb,,high,LHL
voc1479,殺人,さつじん,k0408,satsujin,murder; homicide,society,N3,殺人事件の捜査が始まった。,The investigation of the murder case began.,,noun,,high,LHHL
voc1480,自殺,じさつ,k0408,jisatsu,suicide,abstract,N3,自殺防止の活動をしている。,I'm involved in suicide prevention activities.,,noun,,high,LHL
voc1481,信号,しんごう,k0409,shingo,signal; traffic light,object,N3,信号が赤になった。,The traffic light turned red.,,noun,,very high,LHHL
voc1482,号外,ごうがい,k0409,gogai,extra edition (newspaper),abstract,N3,号外が配られた。,An extra edition was distributed.,,noun,,medium,LHHL
voc1483,番号,ばんごう,k0409,bango,number; issue,abstract,N3,整理番号を確認してください。,Please check your reference number.,,noun,,very high,LHHL
voc1484,単語,たんご,k0410,tango,word; vocabulary,language,N3,毎日単語を覚えている。,I memorize vocabulary words every day.,,noun,,very high,LHL
voc1485,単純,たんじゅん,k0410,tanjun,simple; plain,abstract,N3,単純な間違いをしてしまった。,I made a simple mistake.,,adjective,,very high,LHHL
voc1486,単独,たんどく,k0410,tandoku,alone; solo,abstract,N3,単独で登山した。,I climbed the mountain alone.,,noun,,medium,LHHL
voc1487,完成,かんせい,k0411,kansei,completion; finish,abstract,N3,作品がついに完成した。,The work was finally completed.,,noun,,very high,LHL
voc1488,完全,かんぜん,k0411,kanzen,perfect; complete,abstract,N3,完全に回復した。,I have fully recovered.,,adjective,,very high,LHHL
voc1489,完了,かんりょう,k0411,kanryo,completion; done,abstract,N3,作業が完了した。,The work is done.,,noun,,very high,LHHL
voc1490,給料,きゅうりょう,k0412,kyuryo,salary; wages,money,N3,今月の給料が入った。,This month's salary came in.,,noun,,very high,LHHL
voc1491,給食,きゅうしょく,k0412,kyushoku,school lunch; provided meal,food,N3,小学校の給食がおいしかった。,The school lunch at elementary school was delicious.,,noun,,very high,LHHL
voc1492,補給,ほきゅう,k0412,hokyu,supply; replenishment,action,N3,水を補給してから出発した。,I replenished water before departing.,,noun,,medium,LHL
voc1493,苦しい,くるしい,k0413,kurushii,painful; hard,feeling,N3,経済的に苦しい状況だ。,The economic situation is tough.,,adjective,,very high,LHHL
voc1494,苦手,にがて,k0413,nigate,not good at; dislike,abstract,N3,数学が苦手だ。,I'm not good at mathematics.,,noun,,very high,LHL
voc1495,苦労,くろう,k0413,kuro,hardship; toil,feeling,N3,苦労の末に成功した。,I succeeded after much hardship.,,noun,,very high,LHL
voc1496,公園,こうえん,k0414,koen,park,place,N3,子供と公園で遊んだ。,I played in the park with my child.,,noun,,very high,LHL
voc1497,動物園,どうぶつえん,k0414,dobutsuen,zoo,place,N3,動物園でパンダを見た。,I saw pandas at the zoo.,,noun,,very high,LHHHHL
voc1498,幼稚園,ようちえん,k0414,yochien,kindergarten,education,N3,子供が幼稚園に入った。,My child entered kindergarten.,,noun,,very high,LHHHL
voc1499,道具,どうぐ,k0415,dogu,tool; instrument,object,N3,料理道具を揃えた。,I assembled cooking tools.,,noun,,very high,LHL
voc1500,具体的,ぐたいてき,k0415,gutaiteki,concrete; specific,abstract,N3,具体的な例を挙げてください。,Please give a specific example.,,adjective,,very high,LHHHL
voc1501,具合,ぐあい,k0415,guai,condition; state of health,abstract,N3,体の具合が悪い。,I don't feel well.,,noun,,very high,LHL
voc1502,辞書,じしょ,k0416,jisho,dictionary,object,N3,わからない言葉を辞書で調べた。,I looked up the unknown word in the dictionary.,,noun,,very high,LH
voc1503,辞める,やめる,k0416,yameru,to quit; to resign,action,N3,会社を辞めることにした。,I decided to quit the company.,,verb,,very high,LHL
voc1504,辞典,じてん,k0416,jiten,dictionary; encyclopedia,object,N3,百科辞典で調べた。,I looked it up in the encyclopedia.,,noun,,high,LHL
voc1505,馬,うま,k0417,uma,horse,nature,N3,馬に乗ったことがある。,I have ridden a horse.,,noun,,very high,LH
voc1506,競馬,けいば,k0417,keiba,horse racing,sport,N3,競馬場に行ったことがある。,I have been to a horse racing track.,,noun,,high,LHL
voc1507,馬力,ばりき,k0417,bariki,horsepower; energy,abstract,N3,このエンジンは馬力がある。,This engine has horsepower.,,noun,,medium,LHL
voc1508,愛する,あいする,k0418,aisuru,to love,feeling,N3,家族を心から愛している。,I love my family from the bottom of my heart.,,verb,,very high,LHHL
voc1509,愛情,あいじょう,k0418,aijo,love; affection,feeling,N3,子供に愛情を注いでいる。,I pour affection into my child.,,noun,,very high,LHHL
voc1510,愛用,あいよう,k0418,aiyo,regular use; favorite,action,N3,この道具を長年愛用している。,I have been using this tool for many years.,,noun,,medium,LHL
voc1511,未来,みらい,k0419,mirai,future,time,N3,未来に希望を持っている。,I have hope for the future.,,noun,,very high,LHL
voc1512,未定,みてい,k0419,mitei,undecided; not yet determined,abstract,N3,日程はまだ未定です。,The schedule is still undecided.,,noun,,high,LHL
voc1513,未満,みまん,k0419,miman,less than; under,abstract,N3,十八歳未満は入場できない。,Those under 18 cannot enter.,,noun,,high,LHL
voc1514,冷たい,つめたい,k0420,tsumetai,cold (to the touch),description,N3,冷たい水が飲みたい。,I want to drink cold water.,,adjective,,very high,LHHL
voc1515,冷蔵庫,れいぞうこ,k0420,reizoko,refrigerator,object,N3,冷蔵庫に食べ物を入れた。,I put food in the refrigerator.,,noun,,very high,LHHHL
voc1516,冷静,れいせい,k0420,reisei,calm; cool-headed,abstract,N3,冷静に判断することが大切だ。,It is important to judge calmly.,,adjective,,very high,LHL
voc1517,類,るい,k0421,rui,kind; type; genus,abstract,N3,この生物にはいくつかの類がある。,This organism has several types.,,noun,,high,LH
voc1518,類似,るいじ,k0421,ruiji,similarity; resemblance,abstract,N3,二つの作品に類似点が多い。,There are many similarities between the two works.,,noun,,medium,LHL
voc1519,人類,じんるい,k0421,jinrui,humanity; humankind,abstract,N3,人類の歴史を学んだ。,I studied the history of humanity.,,noun,,very high,LHHL
voc1520,王様,おうさま,k0422,osama,king,people,N3,王様が国民に演説した。,The king gave a speech to the citizens.,,noun,,very high,LHHL
voc1521,王国,おうこく,k0422,okoku,kingdom,place,N3,その王国は長く繁栄した。,That kingdom prospered for a long time.,,noun,,medium,LHL
voc1522,女王,じょおう,k0422,joo,queen,people,N3,女王が即位した。,The queen ascended to the throne.,,noun,,very high,LHL
voc1523,返す,かえす,k0423,kaesu,to return; to give back,action,N3,借りた本を返した。,I returned the book I borrowed.,,verb,,very high,LH
voc1524,返事,へんじ,k0423,henji,reply; response,action,N3,メールの返事をすぐに出した。,I sent a reply to the email immediately.,,noun,,very high,LHL
voc1525,返品,へんぴん,k0423,henpin,return of goods,action,N3,商品を返品したい。,I want to return the product.,,noun,,high,LHL
voc1526,熱い,あつい,k0424,atsui,hot,description,N3,熱いお茶を飲んだ。,I drank hot tea.,,adjective,,very high,LHL
voc1527,熱心,ねっしん,k0424,nesshin,enthusiastic; earnest,abstract,N3,彼は仕事に熱心だ。,He is enthusiastic about his work.,,adjective,,very high,LHL
voc1528,発熱,はつねつ,k0424,hatsunetsu,fever; heat generation,health,N3,発熱があって病院に行った。,I went to the hospital with a fever.,,noun,,high,LHL
voc1529,宿題,しゅくだい,k0425,shukudai,homework,education,N3,宿題を忘れてしまった。,I forgot my homework.,,noun,,very high,LHHL
voc1530,宿泊,しゅくはく,k0425,shukuhaku,lodging; accommodation,action,N3,ホテルに宿泊した。,I stayed at a hotel.,,noun,,very high,LHHL
voc1531,下宿,げしゅく,k0425,geshuku,boarding house; lodging,place,N3,大学時代は下宿で暮らした。,I lived in a boarding house during my university days.,,noun,,medium,LHL
voc1532,覚える,おぼえる,k0426,oboeru,to remember; to learn,action,N3,単語を覚えるのが大変だ。,It is hard to memorize vocabulary.,,verb,,very high,LHHL
voc1533,目覚める,めざめる,k0426,mezameru,to wake up; to awaken,action,N3,朝六時に目覚めた。,I woke up at six in the morning.,,verb,,high,LHHL
voc1534,感覚,かんかく,k0426,kankaku,sense; feeling,abstract,N3,音楽の感覚が優れている。,He has an excellent sense of music.,,noun,,very high,LHHL
voc1535,船,ふね,k0427,fune,ship; boat,object,N3,船で島に渡った。,I crossed to the island by ship.,,noun,,very high,LH
voc1536,船長,せんちょう,k0427,sencho,captain (of a ship),people,N3,船長が船を操縦した。,The captain steered the ship.,,noun,,high,LHHL
voc1537,客船,きゃくせん,k0427,kyakusen,passenger ship,object,N3,大型客船に乗った。,I boarded a large passenger ship.,,noun,,medium,LHHL
voc1538,努力,どりょく,k0428,doryoku,effort; endeavor,abstract,N3,努力すれば夢は叶う。,Dreams come true if you make efforts.,,noun,,very high,LHL
voc1539,努める,つとめる,k0428,tsutomeru,to strive; to endeavor,action,N3,毎日勉強に努めている。,I strive to study every day.,,verb,,high,LHHL
voc1540,静か,しずか,k0430,shizuka,quiet; calm,description,N3,静かな場所で勉強したい。,I want to study in a quiet place.,,adjective,,very high,LHL
voc1541,静止,せいし,k0430,seishi,standstill; rest,abstract,N3,動いている物体が静止した。,The moving object came to a standstill.,,noun,,medium,LH
voc1542,平静,へいせい,k0430,heisei,calm; composure,abstract,N3,平静を保つことが大切だ。,It is important to maintain composure.,,noun,,medium,LHL
voc1543,喜ぶ,よろこぶ,k0431,yorokobu,to rejoice; to be glad,feeling,N3,合格して喜んだ。,I was delighted to pass.,,verb,,very high,LHHL
voc1544,喜び,よろこび,k0431,yorokobi,joy; pleasure,feeling,N3,子供の笑顔に喜びを感じる。,I feel joy in my child's smile.,,noun,,very high,LHHL
voc1545,大喜び,おおよろこび,k0431,oyorokobi,great joy; delight,feeling,N3,プレゼントをもらって大喜びした。,I was overjoyed to receive a present.,,noun,,high,LHHHHL
voc1546,幸せ,しあわせ,k0432,shiawase,happiness; fortune,abstract,N3,家族と一緒にいると幸せだ。,I am happy when I am with my family.,,noun,,very high,LHHL
voc1547,幸運,こううん,k0432,koun,good luck; fortune,abstract,N3,幸運を祈っています。,I wish you good luck.,,noun,,very high,LHL
voc1548,不幸,ふこう,k0432,fuko,unhappiness; misfortune,abstract,N3,不幸な出来事が続いた。,Unfortunate events continued.,,noun,,high,LHL
voc1549,等しい,ひとしい,k0433,hitoshii,equal; equivalent,description,N3,二つの数は等しい。,The two numbers are equal.,,adjective,,high,LHHL
voc1550,平等,びょうどう,k0433,byodo,equality,abstract,N3,平等な社会を目指している。,We are aiming for an equal society.,,noun,,very high,LHHL
voc1551,等分,とうぶん,k0433,tobun,equal division,abstract,N3,ケーキを等分に切った。,I cut the cake into equal portions.,,noun,,medium,LHL
voc1552,老人,ろうじん,k0434,rojin,elderly person,people,N3,老人に席を譲った。,I gave up my seat to an elderly person.,,noun,,very high,LHL
voc1553,老化,ろうか,k0434,roka,aging; senescence,health,N3,老化を防ぐ方法を調べた。,I researched methods to prevent aging.,,noun,,high,LH
voc1554,老後,ろうご,k0434,rogo,old age; retirement,time,N3,老後のために貯金している。,I'm saving for my old age.,,noun,,very high,LH
voc1555,曲,きょく,k0435,kyoku,music piece; tune,art,N3,好きな曲を聴いている。,I'm listening to my favorite music.,,noun,,very high,LH
voc1556,曲がる,まがる,k0435,magaru,to turn; to bend,action,N3,次の角を右に曲がってください。,Please turn right at the next corner.,,verb,,very high,LHL
voc1557,作曲,さっきょく,k0435,sakkyoku,musical composition,art,N3,彼は作曲の才能がある。,He has a talent for musical composition.,,noun,,high,LHHL
voc1558,庭,にわ,k0436,niwa,garden; yard,place,N3,庭に花を植えた。,I planted flowers in the garden.,,noun,,very high,LH
voc1559,庭園,ていえん,k0436,teien,garden; park,place,N3,日本庭園を散歩した。,I walked through a Japanese garden.,,noun,,medium,LHL
voc1560,家庭,かてい,k0436,katei,home; family,abstract,N3,家庭を大切にしている。,I value my home and family.,,noun,,very high,LHL
voc1561,欠ける,かける,k0438,kakeru,to lack; to be missing,abstract,N3,コップの端が欠けている。,The edge of the cup is chipped.,,verb,,high,LHL
voc1562,欠点,けってん,k0438,ketten,fault; shortcoming,abstract,N3,自分の欠点を認めることが大切だ。,It is important to acknowledge one's own faults.,,noun,,very high,LHL
voc1563,欠乏,けつぼう,k0438,ketsubo,shortage; lack,abstract,N3,睡眠欠乏は健康に悪い。,Sleep deprivation is bad for health.,,noun,,medium,LHL
voc1564,息子,むすこ,k0439,musuko,son,people,N3,息子が大学に合格した。,My son passed the university entrance exam.,,noun,,very high,LHHL
voc1565,息,いき,k0439,iki,breath,body,N3,深く息を吸った。,I took a deep breath.,,noun,,very high,LH
voc1566,休息,きゅうそく,k0439,kyusoku,rest; repose,action,N3,仕事の後は休息が必要だ。,Rest is necessary after work.,,noun,,high,LHHL
voc1567,願う,ねがう,k0440,negau,to wish; to hope,abstract,N3,成功を願っています。,I wish you success.,,verb,,very high,LHL
voc1568,願い,ねがい,k0440,negai,wish; desire,abstract,N3,願いが叶った。,My wish came true.,,noun,,very high,LHL
voc1569,お願い,おねがい,k0440,onegai,please; request,abstract,N3,お願いがあります。,I have a request.,,noun,,very high,LHHL
voc1570,絵,え,k0441,e,picture; painting,art,N3,子供が絵を描いた。,My child drew a picture.,,noun,,very high,H
voc1571,絵画,かいが,k0441,kaiga,painting; picture,art,N3,美術館で絵画を鑑賞した。,I appreciated paintings at the art museum.,,noun,,very high,LHL
voc1572,絵本,えほん,k0441,ehon,picture book,object,N3,子供に絵本を読んであげた。,I read a picture book to my child.,,noun,,very high,LHL
voc1573,笑う,わらう,k0442,warau,to laugh; to smile,feeling,N3,面白い話を聞いて笑った。,I laughed hearing the funny story.,,verb,,very high,LHL
voc1574,笑顔,えがお,k0442,egao,smile,feeling,N3,笑顔で接客することが大切だ。,It is important to serve customers with a smile.,,noun,,very high,LHL
voc1575,微笑む,ほほえむ,k0442,hohoemu,to smile gently,feeling,N3,彼女は優しく微笑んだ。,She smiled gently.,,verb,,high,LHHL
voc1576,束,たば,k0443,taba,bundle; bunch,object,N3,花束をプレゼントした。,I gave a bouquet as a gift.,,noun,,very high,LH
voc1577,花束,はなたば,k0443,hanataba,bouquet,object,N3,卒業式で花束をもらった。,I received a bouquet at the graduation ceremony.,,noun,,very high,LHL
voc1578,約束,やくそく,k0443,yakusoku,promise,abstract,N3,約束を破ってはいけない。,You must not break a promise.,,noun,,very high,LHHL
voc1579,列,れつ,k0444,retsu,row; line,abstract,N3,列に並んでください。,Please stand in line.,,noun,,very high,LH
voc1580,行列,ぎょうれつ,k0444,gyoretsu,line; procession,abstract,N3,人気店に長い行列ができていた。,There was a long line at the popular restaurant.,,noun,,very high,LHHL
voc1581,列車,れっしゃ,k0444,ressha,train,object,N3,列車に乗って旅をした。,I traveled by train.,,noun,,very high,LHL
voc1582,遊ぶ,あそぶ,k0445,asobu,to play,action,N3,公園で子供たちが遊んでいる。,Children are playing in the park.,,verb,,very high,LHL
voc1583,遊園地,ゆうえんち,k0445,yuenchi,amusement park,place,N3,遊園地に行って楽しんだ。,I went to the amusement park and had fun.,,noun,,very high,LHHL
voc1584,遊び,あそび,k0445,asobi,play; game,action,N3,子供の頃の遊びを懐かしく思う。,I miss the games I played as a child.,,noun,,very high,LHL
voc1585,君,きみ,k0446,kimi,you (informal),people,N3,君はどう思う？,What do you think?,,noun,,very high,LH
voc1586,君主,くんしゅ,k0446,kunshu,monarch; ruler,people,N3,君主制の国に旅行した。,I traveled to a country with a monarchy.,,noun,,low,LHL
voc1587,諸君,しょくん,k0446,shokun,everyone; gentlemen,people,N3,諸君に大切な話がある。,I have an important matter to tell everyone.,,noun,,low,LHL
voc1588,折る,おる,k0447,oru,to fold; to break,action,N3,紙を折って鶴を作った。,I folded paper to make a crane.,,verb,,very high,LH
voc1589,折り紙,おりがみ,k0447,origami,origami; paper folding,art,N3,折り紙で動物を作った。,I made animals with origami.,,noun,,very high,LHHL
voc1590,骨折,こっせつ,k0447,kossetsu,bone fracture,health,N3,転んで骨折してしまった。,I fell and fractured a bone.,,noun,,high,LHHL
voc1591,草,くさ,k0448,kusa,grass; weed,nature,N3,庭の草を抜いた。,I pulled weeds in the garden.,,noun,,very high,LH
voc1592,草原,そうげん,k0448,sogen,meadow; plain,nature,N3,広い草原を歩いた。,I walked through a wide meadow.,,noun,,medium,LHL
voc1593,雑草,ざっそう,k0448,zasso,weed,nature,N3,庭の雑草を取り除いた。,I removed the weeds from the garden.,,noun,,high,LHL
